price	cut	color	clarity	depth	table	x	y	z
4783	Ideal	H	VVS1	61.9	57	6.19	6.24	3.85
4783	Ideal	G	SI2	61.5	57	6.43	6.45	3.96
4784	Ideal	H	SI1	62.2	56	6.56	6.59	4.09
4784	Ideal	H	SI1	62.4	55	6.59	6.68	4.14
4784	Ideal	H	SI1	61.9	56	6.61	6.64	4.1
4784	Very Good	H	SI1	61.8	58	6.58	6.63	4.08
4785	Very Good	I	VS2	62.5	59	6.63	6.66	4.15
4785	Very Good	H	SI1	62.8	58	6.47	6.49	4.07
4785	Premium	H	SI1	61.6	59	6.54	6.55	4.03
4785	Ideal	D	SI2	62.6	56	6.34	6.4	3.99
4785	Very Good	H	SI2	61.8	58	6.75	6.81	4.19
4785	Very Good	I	SI1	62.7	57	6.67	6.76	4.21
4785	Very Good	I	SI1	61.7	56	6.82	6.76	4.19
4785	Premium	G	SI1	61	59	6.45	6.51	3.95
4785	Very Good	F	SI1	62.3	58	6.14	6.19	3.84
4786	Good	D	SI1	65.1	54	6.23	6.27	4.07
4788	Premium	H	SI1	61.3	60	6.38	6.35	3.9
4788	Good	H	SI1	57.5	62	6.51	6.47	3.73
4788	Ideal	E	SI2	62.2	56	6.42	6.45	4
4788	Very Good	G	SI1	59.9	56	6.45	6.6	3.91
4788	Premium	H	SI1	62.3	60	6.38	6.34	3.96
4788	Premium	I	SI1	59.1	58	6.83	6.81	4.03
4788	Ideal	H	SI2	62.6	57	6.72	6.63	4.18
4788	Premium	I	SI1	60.1	60	6.81	6.76	4.08
4788	Premium	H	SI1	61.5	58	6.45	6.37	3.94
4788	Ideal	H	SI1	60.3	56	6.54	6.52	3.94
4788	Very Good	I	SI1	63.5	56	6.62	6.58	4.19
4788	Premium	H	SI1	62.7	59	6.37	6.3	3.97
4788	Ideal	E	VS2	62.3	57	6.19	6.17	3.85
4789	Very Good	J	SI2	62.8	58	6.77	6.83	4.27
4790	Very Good	I	VS1	62.5	57	6.51	6.54	4.08
4790	Premium	E	SI2	60.4	60	6.46	6.49	3.91
4790	Fair	E	SI1	53.8	63	6.99	6.81	3.71
4791	Very Good	E	SI1	61.3	58	6.64	6.71	4.09
4791	Very Good	I	SI2	62.1	59	6.8	6.86	4.24
4791	Very Good	I	SI2	59.9	58	6.91	6.94	4.15
4791	Very Good	H	SI1	62.2	57	6.42	6.48	4.01
4791	Premium	I	SI1	62.4	59	6.89	6.87	4.29
4791	Fair	F	VS2	64.8	56	6.3	6.25	4.07
4791	Fair	F	VS2	64.8	56	6.3	6.25	4.07
4791	Fair	F	VS2	66.1	61	6.1	6.04	4.01
4791	Ideal	E	SI1	61	55	6.27	6.25	3.82
4791	Premium	H	VS2	63	59	6.43	6.34	4.02
4793	Premium	G	VS1	62.1	59	6.21	6.16	3.84
4794	Very Good	I	SI1	63.5	53	6.32	6.4	4.04
4795	Very Good	E	VS2	59.4	59	6.3	6.36	3.76
4795	Very Good	E	SI1	61.7	58	6.15	6.2	3.81
4795	Ideal	I	VS2	60	57	7.07	7.02	4.23
4795	Ideal	F	SI1	61.8	58	6.21	6.24	3.85
4796	Premium	F	SI2	62.2	57	6.43	6.36	3.98
4796	Very Good	H	SI1	62.9	59	6.38	6.41	4.02
4796	Fair	D	SI1	64	63	6.12	6.04	3.89
4797	Very Good	E	SI2	60.5	58	6.55	6.6	3.98
4797	Ideal	H	SI2	61.9	56	6.73	6.77	4.18
4798	Very Good	E	IF	61.9	56	5.83	5.85	3.62
4798	Ideal	I	VS1	60.2	57	6.56	6.49	3.93
4798	Fair	D	SI1	66.4	60	6.29	6.21	4.15
4798	Ideal	H	SI2	61.7	56	6.83	6.78	4.2
4798	Premium	G	SI2	60.8	55	6.84	6.69	4.11
4798	Fair	F	SI1	65.4	59	6.27	6.2	4.08
4798	Ideal	H	VVS2	60.9	57	6.49	6.44	3.94
4798	Ideal	E	SI2	62.1	55	6.51	6.4	4.01
4798	Very Good	F	SI1	63.3	61	6.31	6.29	3.99
4798	Ideal	G	SI2	62.4	56	6.67	6.63	4.15
4798	Ideal	E	SI2	60.3	57	6.53	6.5	3.95
4798	Ideal	D	SI1	62.1	53	6.43	6.38	3.98
4799	Very Good	D	SI2	60.5	58	6.45	6.5	3.92
4799	Ideal	E	SI2	61.2	56	6.63	6.66	4.07
4800	Very Good	H	SI1	60.4	58	6.48	6.56	3.94
4800	Very Good	D	IF	59.6	59	5.55	5.59	3.32
4801	Ideal	F	VS2	62.6	56	6.16	6.23	3.88
4801	Ideal	H	SI1	62.1	57	6.49	6.52	4.04
4801	Ideal	F	SI1	62	57	6.22	6.24	3.86
4803	Ideal	G	SI2	61.4	57	6.44	6.48	3.97
4804	Ideal	E	SI2	61.4	56	6.5	6.56	4.01
4805	Very Good	I	SI1	64.4	54	6.31	6.4	4.09
4805	Premium	G	SI1	60	58	6.55	6.51	3.92
4805	Good	G	VS1	63.7	60	6.38	6.31	4.04
4805	Ideal	I	SI2	60.6	57	6.97	6.88	4.2
4805	Premium	G	SI1	60.2	60	6.45	6.43	3.88
4805	Good	D	SI2	63.6	56	6.38	6.33	4.04
4805	Premium	D	SI2	61.5	56	6.46	6.39	3.95
4805	Premium	E	SI1	62.8	59	6.4	6.3	3.99
4805	Premium	E	SI1	61	61	6.45	6.4	3.92
4807	Good	E	SI2	58.5	61	6.51	6.61	3.84
4808	Premium	G	SI1	61	58	6.53	6.49	3.97
4808	Ideal	E	SI2	62.2	52	6.42	6.47	4.01
4808	Premium	G	SI1	62.7	59	6.41	6.35	4
4808	Ideal	I	VS1	62.6	56	6.42	6.36	4
4809	Ideal	F	SI2	60.4	55	6.73	6.77	4.08
4811	Premium	D	SI2	61.6	58	6.52	6.46	4
4811	Ideal	I	SI1	61.7	58	6.66	6.6	4.09
4812	Ideal	I	SI2	60.7	57	6.98	6.92	4.22
4812	Very Good	F	SI1	62.7	56	6.37	6.39	4
4813	Very Good	E	SI1	60.5	63	6.48	6.54	3.94
4814	Premium	H	SI1	59.6	58	6.86	6.83	4.08
4814	Ideal	G	SI2	61.8	56	6.54	6.6	4.06
4815	Premium	G	SI1	59.6	58	6.67	6.73	3.99
4816	Very Good	J	VS2	60.9	58	6.86	6.91	4.19
4816	Very Good	F	SI1	61.3	57	6.62	6.6	4.05
4816	Premium	H	SI1	62.8	58	6.38	6.36	4
4816	Ideal	F	VS2	61.4	56	5.99	6	3.68
4816	Good	F	SI1	61.6	63	6.42	6.47	3.97
4816	Ideal	F	SI1	61.8	57	6.54	6.51	4.03
4816	Premium	G	SI1	60.8	58	6.48	6.45	3.93
4816	Premium	H	SI1	62.4	59	6.42	6.37	3.99
4816	Premium	D	SI2	62.4	58	6.36	6.33	3.96
4817	Premium	D	SI1	60.7	60	6.32	6.27	3.82
4817	Premium	D	SI1	58.4	58	6.51	6.41	3.77
4819	Premium	H	SI1	58.3	59	6.68	6.59	3.87
4819	Ideal	H	SI1	58.8	57	6.66	6.6	3.9
4819	Ideal	F	SI2	62.1	57	6.83	6.8	4.23
4820	Premium	F	SI2	61.2	61	6.77	6.74	4.14
4821	Very Good	D	SI1	59.1	61	6.46	6.5	3.83
4821	Very Good	H	VS2	62.2	56	6.35	6.44	3.98
4821	Very Good	H	VS2	62.5	57	6.37	6.44	4
4821	Ideal	H	VS2	62.3	57	6.35	6.4	3.97
4821	Very Good	D	SI1	62.7	58	6.34	6.38	3.99
4821	Good	D	SI1	64.1	60	6.27	6.3	4.03
4821	Ideal	E	SI2	62.4	57	6.17	6.21	3.86
4823	Good	F	VS1	63.5	56	6.14	6.18	3.91
4823	Very Good	E	VS2	61.6	58	6.18	6.2	3.81
4823	Very Good	E	VS2	62.9	55	6.13	6.17	3.87
4823	Very Good	E	VS2	58.4	63	6.31	6.32	3.69
4824	Ideal	E	SI2	61.6	55	6.46	6.52	4
4824	Very Good	E	SI2	61.6	56	6.54	6.6	4.05
4824	Good	J	SI2	61.1	60.8	6.83	6.89	4.18
4824	Fair	F	SI2	64.4	57	6.85	6.79	4.39
4825	Ideal	I	SI1	61.2	56	6.48	6.51	3.97
4826	Very Good	H	VS2	59.9	60	6.45	6.38	3.84
4826	Very Good	I	SI1	62.6	58	6.64	6.71	4.18
4826	Premium	H	SI1	62.6	56	6.58	6.52	4.1
4826	Premium	I	SI2	61.9	59	7.15	7.11	4.41
4827	Very Good	H	SI1	61.6	56	6.61	6.66	4.09
4827	Very Good	G	SI1	59.3	63	6.48	6.44	3.83
4827	Premium	H	VS1	62.1	57	6.46	6.42	4
4828	Good	F	SI1	63.1	57	6.36	6.41	4.03
4829	Premium	F	SI1	60.3	58	6.53	6.61	3.96
4829	Ideal	H	SI2	62.5	57.1	6.46	6.5	4.05
4829	Ideal	I	SI1	62	56	6.69	6.64	4.13
4829	Ideal	E	SI2	61.6	57	6.68	6.64	4.1
4829	Premium	E	SI2	60.7	58	6.77	6.65	4.07
4829	Fair	F	VS2	64.7	59	6.22	6.15	4
4829	Premium	H	SI1	61	59	6.92	6.86	4.2
4830	Premium	H	VS2	58.9	58	6.7	6.65	3.93
4830	Very Good	H	SI1	62.8	56	6.33	6.37	3.99
4830	Very Good	H	SI1	62.2	59	6.32	6.35	3.94
4830	Ideal	E	VVS1	62	56	5.75	5.79	3.58
4830	Ideal	J	SI1	62.3	56	6.77	6.81	4.23
4830	Premium	H	SI2	61.6	60	6.75	6.72	4.15
4830	Premium	I	SI1	62.2	59	6.75	6.68	4.18
4830	Very Good	E	SI1	63.2	59	6.28	6.25	3.96
4830	Premium	H	SI2	62	58	6.7	6.66	4.14
4831	Premium	I	SI2	62.3	58	6.8	6.85	4.25
4831	Very Good	H	SI2	60.7	60	6.81	6.89	4.16
4831	Ideal	J	SI1	61.6	57	6.79	6.87	4.21
4832	Ideal	E	SI2	61.9	56	6.43	6.46	3.99
4832	Ideal	F	SI2	61.8	57	6.49	6.43	3.99
4833	Premium	E	VS2	62.1	55	6.23	6.14	3.84
4834	Very Good	G	VS2	63.4	56	6.62	6.54	4.18
4836	Very Good	H	SI1	60.8	60	6.47	6.5	3.94
4836	Very Good	H	SI1	63.1	59	6.36	6.32	4
4836	Very Good	H	SI1	63.4	59	6.34	6.28	4
4836	Good	H	SI1	63.7	60	6.35	6.3	4.03
4836	Ideal	H	SI1	62.2	57	6.43	6.37	3.98
4836	Premium	H	SI1	62.4	60	6.36	6.33	3.96
4836	Premium	I	SI2	62	60	6.91	6.86	4.27
4836	Ideal	H	SI1	62.6	55	6.43	6.39	4.01
4837	Ideal	D	SI2	60.5	57	6.53	6.6	3.97
4838	Ideal	G	SI2	62.3	56	6.67	6.75	4.18
4838	Good	G	VS2	56.7	62	6.64	6.59	3.75
4838	Ideal	I	SI2	62.2	57	6.73	6.76	4.2
4838	Very Good	I	SI1	63.1	58	6.72	6.66	4.22
4838	Premium	J	SI1	60.6	59	6.88	6.84	4.16
4838	Ideal	H	VVS2	62	57	6.2	6.15	3.83
4838	Premium	I	SI2	61.5	58	6.82	6.77	4.18
4838	Fair	J	SI1	65.2	58	6.67	6.58	4.32
4838	Premium	J	SI1	61.4	59	6.87	6.82	4.2
4838	Premium	F	VS2	62.3	58	6.16	6.14	3.83
4838	Ideal	F	VS2	62	56	6.23	6.15	3.84
4839	Premium	J	VS2	60.8	60	6.85	6.89	4.18
4839	Good	H	VS2	64.2	55	6.38	6.34	4.08
4839	Premium	H	VS2	60.5	58	6.46	6.4	3.89
4839	Ideal	D	SI2	60.7	55	6.61	6.53	3.99
4840	Very Good	E	SI2	59.5	59	6.71	6.78	4.01
4840	Very Good	I	SI1	62.6	55	6.66	6.72	4.19
4840	Ideal	J	SI1	62.4	57	6.65	6.6	4.14
4841	Ideal	I	VS2	62.4	52	6.41	6.45	4.02
4842	Very Good	H	VVS2	59.7	62	6.2	6.23	3.71
4842	Very Good	H	VS2	63	59	6.43	6.34	4.02
4842	Premium	H	SI1	58.4	60	6.87	6.83	4
4843	Good	H	SI1	63.3	57	6.39	6.41	4.05
4843	Ideal	F	SI2	62.7	57	6.36	6.39	4
4844	Very Good	G	SI1	62.6	59	6.29	6.33	3.95
4844	Very Good	G	IF	61.9	57	5.96	6	3.7
4844	Good	F	SI1	64.9	57	6.25	6.32	4.08
4844	Fair	E	SI1	65.3	59	6.13	6.19	4.02
4844	Ideal	I	VS2	62.6	57	6.74	6.67	4.2
4845	Ideal	E	SI2	62.3	56	6.52	6.44	4.04
4845	Premium	E	SI2	61.8	59	6.47	6.42	3.98
4846	Very Good	F	VS2	62.3	59	6.1	6.16	3.82
4846	Ideal	I	SI1	61.2	56	6.53	6.55	4
4846	Very Good	F	SI1	63.5	59	6.39	6.3	4.03
4847	Good	H	VVS1	63.8	59	6.09	6.13	3.9
4848	Very Good	I	SI1	63	55	6.37	6.42	4.03
4849	Very Good	G	VVS2	63.4	58	6.1	6.14	3.88
4849	Fair	F	SI1	60.7	65	6.43	6.28	3.86
4849	Fair	G	I1	64.5	60	7.44	7.35	4.76
593	Premium	G	SI1	60.4	58	4.42	4.39	2.66
593	Premium	G	SI1	60.7	60	4.36	4.34	2.64
593	Ideal	D	SI2	62.1	57	4.34	4.32	2.69
593	Very Good	D	SI2	63.1	54	4.38	4.33	2.75
593	Ideal	D	SI2	62.8	53	4.37	4.35	2.74
593	Good	D	SI2	63.6	54	4.34	4.31	2.75
593	Premium	D	SI2	62.1	59	4.35	4.31	2.69
593	Ideal	D	SI2	62.6	57	4.35	4.27	2.7
593	Premium	D	SI2	62.9	59	4.31	4.28	2.7
593	Good	D	SI2	63.9	57	4.33	4.28	2.75
593	Premium	I	SI1	60.7	58	4.42	4.38	2.67
593	Ideal	D	SI2	62	56	4.35	4.33	2.69
593	Premium	H	VVS1	61.3	58	4.3	4.32	2.64
594	Very Good	E	VS2	61.6	58	4.4	4.47	2.73
594	Premium	I	VS2	61	61	4.46	4.43	2.71
594	Premium	I	VS2	62.6	58	4.42	4.34	2.74
594	Ideal	I	VS2	62.4	56	4.43	4.39	2.75
594	Ideal	H	SI1	63	56	4.42	4.41	2.78
594	Premium	E	SI2	60	59	4.49	4.47	2.69
4850	Very Good	J	VVS2	62.2	56	6.37	6.42	3.98
4851	Very Good	I	SI1	62.5	60	6.68	6.72	4.19
4851	Very Good	E	SI2	62.3	56	6.47	6.54	4.05
4851	Good	F	SI1	63.6	58	6.27	6.31	4
4851	Premium	F	SI1	59.7	60	6.48	6.51	3.88
4851	Very Good	F	SI1	62.8	59	6.32	6.36	3.98
4851	Good	F	SI1	63.4	61	6.29	6.35	4.01
4851	Ideal	H	SI1	62.7	56	6.41	6.44	4.03
4852	Very Good	G	SI2	60.2	59	6.7	6.85	4.08
4852	Very Good	F	SI2	61.2	56	6.4	6.45	3.93
4852	Ideal	F	SI2	62	57	6.88	6.83	4.25
4853	Very Good	F	SI2	62.7	55	6.32	6.4	3.99
4853	Very Good	F	SI2	63.2	58	6.54	6.49	4.12
4853	Good	I	VS2	63.8	55	6.63	6.57	4.21
4853	Premium	G	VS1	59.5	60	6.49	6.48	3.86
4853	Ideal	E	SI1	60.7	57	6.52	6.49	3.95
4853	Premium	E	SI1	59.6	59	6.53	6.46	3.87
4853	Premium	E	SI1	62	58	6.41	6.37	3.96
4854	Ideal	F	VS2	61.5	55	6.18	6.21	3.81
4854	Ideal	E	SI1	61.1	56	6.21	6.23	3.8
4854	Premium	H	SI2	62.1	58	6.92	6.88	4.28
4854	Premium	I	SI1	61.5	60	6.72	6.68	4.12
4855	Very Good	H	SI1	61.8	60	6.38	6.44	3.96
4855	Ideal	F	SI2	61.3	56	6.5	6.48	3.98
4855	Premium	G	SI1	60.7	60	6.51	6.48	3.94
4855	Premium	F	SI1	58.4	59	6.65	6.57	3.86
4857	Very Good	E	SI2	63.4	56	6.55	6.5	4.14
4857	Premium	G	SI1	62.1	60	6.48	6.44	4.01
4858	Very Good	I	VS1	59.7	58	6.53	6.57	3.91
4858	Very Good	E	VS2	62.7	56	6.13	6.21	3.87
4858	Ideal	E	SI2	60.5	54	6.4	6.38	3.87
4858	Premium	I	VS2	61.2	58	6.94	6.89	4.23
4858	Ideal	F	VVS1	61.5	55	5.98	5.95	3.67
4859	Good	G	SI1	61.9	61	6.36	6.4	3.95
4860	Ideal	G	VS1	62.3	55	6.17	6.22	3.86
4860	Ideal	E	VVS1	61	57	5.75	5.76	3.51
4860	Fair	G	VS2	64.9	54	6.04	6.08	3.93
4860	Ideal	J	SI2	62.8	54	6.91	6.89	4.33
4861	Fair	H	VS2	64.8	62	6.22	6.13	4
4861	Very Good	G	SI1	60.5	62	6.6	6.69	4.02
4861	Good	G	SI1	63.1	59	6.45	6.49	4.08
4861	Very Good	J	SI2	60.5	58.5	6.84	6.96	4.17
4861	Ideal	D	SI1	60.2	57	6.54	6.48	3.92
4861	Premium	G	SI2	62.5	55	6.72	6.68	4.19
4861	Ideal	G	SI2	62.3	56	6.46	6.44	3.96
4861	Good	H	VS2	63.7	59	6.3	6.26	4
4862	Ideal	F	SI1	61.3	57	6.56	6.51	4.01
4862	Premium	F	SI1	62.4	58	6.56	6.51	4.07
4862	Ideal	F	SI1	61.2	55	6.62	6.57	4.03
4862	Premium	F	SI1	61.9	58	6.58	6.53	4.06
4863	Very Good	G	SI1	62.8	56	6.34	6.36	3.99
4863	Premium	G	SI1	62	58	6.77	6.68	4.17
4864	Good	G	SI2	63.8	56	7.03	6.89	4.44
4864	Premium	F	SI1	62.1	58	6.57	6.61	4.09
4864	Ideal	E	SI1	61.5	57	6.41	6.47	3.96
4864	Very Good	E	SI1	61.9	62	6.34	6.4	3.94
4864	Very Good	E	SI1	62.1	57	6.35	6.4	3.96
4864	Ideal	E	VVS1	61.4	57	5.74	5.79	3.54
4864	Premium	E	SI1	60	60	6.44	6.39	3.85
4864	Fair	G	VS1	66.8	61	6.15	6.06	4.08
4865	Premium	I	SI1	62.2	58	6.77	6.73	4.2
4865	Good	H	SI2	63	61	6.32	6.29	3.97
4866	Ideal	F	SI2	62.7	54	6.5	6.54	4.09
4867	Very Good	D	SI2	62.6	57	6.37	6.4	4
4868	Very Good	H	SI1	59.3	62	6.57	6.55	3.89
4868	Ideal	G	SI1	60.7	58	6.55	6.52	3.97
4869	Very Good	I	VS2	62.6	59	6.63	6.69	4.17
4869	Ideal	I	VS2	59.3	56	6.84	6.88	4.07
4869	Very Good	D	VS1	60.1	58	6.12	6.15	3.69
4869	Very Good	F	SI1	60.8	59	6.49	6.53	3.96
4870	Ideal	H	SI2	62	56	6.68	6.75	4.16
4870	Good	J	SI1	63.1	57.6	6.74	6.8	4.27
4870	Ideal	H	SI2	62.4	55	6.41	6.46	4.02
4871	Very Good	H	SI1	62	55	6.61	6.68	4.12
4871	Ideal	H	VS2	60.9	54	6.19	6.22	3.78
4871	Ideal	H	SI1	61.9	56	6.64	6.61	4.1
4871	Premium	H	SI1	61.8	58	6.63	6.58	4.08
4871	Ideal	H	SI1	62.2	56	6.59	6.56	4.09
4871	Ideal	H	SI1	62.4	55	6.68	6.59	4.14
4872	Very Good	G	VS1	61.7	60	6.11	6.2	3.8
4872	Premium	I	SI1	61.7	56	6.82	6.76	4.19
4872	Premium	H	SI1	61.6	59	6.55	6.54	4.03
4872	Premium	H	SI1	62.8	58	6.49	6.47	4.07
4872	Premium	I	SI1	60	58	6.82	6.78	4.08
4872	Ideal	H	SI1	61.9	57	6.43	6.39	3.97
4872	Premium	I	SI1	62.7	57	6.76	6.67	4.21
4872	Ideal	D	SI2	62.6	56	6.4	6.34	3.99
4872	Premium	G	SI1	62.6	59	6.38	6.3	3.97
4873	Ideal	E	SI1	58.9	57	6.62	6.56	3.88
4873	Very Good	I	VS2	62.5	56	6.5	6.53	4.07
4873	Very Good	H	SI1	63.6	56	6.31	6.37	4.03
4873	Ideal	G	SI2	61.8	55	6.5	6.52	4.02
4873	Premium	H	SI2	62.3	57	6.68	6.65	4.15
4873	Premium	J	VS1	61.1	59	6.74	6.67	4.1
4873	Premium	H	SI2	60.7	54	6.82	6.72	4.11
4874	Premium	H	VS1	59.2	58	6.66	6.61	3.92
4875	Ideal	J	SI1	61.8	57	6.92	6.86	4.26
4875	Very Good	G	SI2	62.4	60	6.6	6.67	4.14
4875	Very Good	H	SI1	61.2	57	6.47	6.53	3.98
4875	Premium	G	SI1	59.9	56	6.6	6.45	3.91
4875	Ideal	E	SI2	62.2	56	6.45	6.42	4
4876	Premium	F	SI2	61.7	58	6.85	6.95	4.26
4876	Ideal	H	SI1	62.3	59	6.36	6.41	3.98
4877	Ideal	G	SI2	62.4	56	6.7	6.74	4.19
4877	Good	D	SI2	60.1	63	6.68	6.7	4.02
4877	Premium	I	VS1	62.5	57	6.54	6.51	4.08
4878	Good	J	SI1	63.4	59	6.84	6.89	4.35
4878	Good	E	SI1	64.2	61	6.33	6.41	4.09
4878	Very Good	H	SI1	62.2	58	6.45	6.53	4.04
4878	Premium	E	SI2	60.4	60	6.49	6.46	3.91
4879	Ideal	J	VS2	62.2	57	6.78	6.82	4.23
4879	Premium	H	SI2	59.4	54	7.21	7.09	4.25
4879	Ideal	I	SI2	64.6	56	6.67	6.62	4.29
4879	Premium	I	SI2	62.1	59	6.86	6.8	4.24
4879	Premium	I	SI2	59.9	58	6.94	6.91	4.15
4880	Ideal	I	SI2	60.7	56	6.86	6.91	4.18
4882	Ideal	G	SI1	60.5	59	6.55	6.51	3.95
4882	Good	G	SI1	64.4	54	6.29	6.32	4.06
4882	Premium	G	SI2	60.7	56	6.73	6.68	4.07
4883	Ideal	H	SI2	61.5	55	6.65	6.69	4.1
4883	Ideal	J	SI1	62.3	55	6.74	6.77	4.21
4884	Premium	G	SI2	60.4	59	6.8	6.78	4.1
4884	Premium	H	SI1	62.9	59	6.41	6.38	4.02
4884	Premium	I	VS2	62.6	59	6.77	6.67	4.21
4884	Premium	H	SI1	60.5	60	6.58	6.51	3.96
4884	Very Good	H	SI1	63.4	57	6.42	6.36	4.05
4884	Premium	H	SI1	62	60	6.4	6.37	3.96
4885	Premium	E	SI2	62	59	6.42	6.49	4
4885	Ideal	E	SI2	60.8	57	6.89	6.83	4.17
4886	Ideal	H	SI1	62.1	56	6.38	6.47	3.99
4887	Very Good	G	SI2	58.9	61	6.91	6.98	4.09
4887	Good	I	VS1	58.8	62	6.65	6.72	3.93
4887	Fair	G	VS2	64.4	58	6.25	6.18	4
4889	Very Good	E	VVS1	62.3	57	5.73	5.83	3.6
4890	Premium	H	SI1	62.6	59	6.43	6.47	4.04
4890	Very Good	H	SI1	59.2	58	6.8	6.86	4.04
4890	Very Good	F	SI1	59.8	59	6.39	6.43	3.83
4890	Very Good	G	SI1	63	57	6.28	6.35	3.98
4890	Ideal	I	SI2	59.6	61	6.95	6.97	4.15
4890	Ideal	G	SI2	61	57	6.51	6.58	3.99
4890	Premium	H	VVS1	62.3	59	6.15	6.09	3.81
4891	Ideal	F	SI2	60.9	56	6.56	6.51	3.98
4891	Ideal	F	SI2	61.2	57	6.6	6.64	4.05
4891	Very Good	J	SI1	61.3	59	6.83	6.9	4.21
4892	Fair	G	VS1	63.1	68	6.32	6.17	3.94
4892	Very Good	G	VS1	60.5	63	6.32	6.28	3.81
4892	Ideal	E	SI2	61.4	56	6.56	6.5	4.01
4892	Ideal	E	SI2	62	55	6.51	6.48	4.03
4893	Very Good	E	VVS2	62.8	57	5.93	5.95	3.73
4895	Very Good	I	VS2	63.2	56	6.47	6.51	4.1
4898	Very Good	F	VS1	62.1	58	6.15	6.19	3.83
4898	Fair	H	I1	66.7	59	6.98	6.94	4.64
4899	Very Good	F	SI1	59.5	62	6.45	6.53	3.86
4899	Very Good	F	SI1	61	61	6.44	6.47	3.94
4899	Good	F	SI1	63.3	59	6.38	6.42	4.05
4899	Very Good	F	SI1	59.7	61	6.49	6.55	3.89
4899	Good	F	SI1	63.8	59	6.29	6.32	4.02
4899	Good	F	SI1	63.5	59	6.29	6.38	4.02
4899	Ideal	H	SI2	62.8	56	6.5	6.56	4.1
4900	Ideal	G	SI1	60.9	57	6.54	6.5	3.97
4900	Very Good	H	SI1	60.2	59	6.6	6.55	3.96
4900	Good	F	SI1	60.1	65	6.46	6.36	3.85
4900	Premium	G	SI1	61.6	59	6.53	6.5	4.01
4900	Premium	G	SI1	58.2	59	6.7	6.64	3.88
4900	Ideal	H	SI2	61.6	54	6.94	6.88	4.25
4901	Very Good	F	SI2	62.6	59	6.34	6.38	3.98
4901	Very Good	E	SI1	60.5	63	6.54	6.48	3.94
4902	Very Good	D	SI1	58.4	58	6.41	6.51	3.77
4902	Very Good	D	SI1	60.7	60	6.27	6.32	3.82
4903	Fair	F	SI2	55.9	64	7.15	7.01	3.95
4903	Premium	D	SI2	61.6	61	6.59	6.53	4.04
4903	Very Good	G	SI1	63.1	58	6.41	6.37	4.03
4903	Premium	G	SI1	59.6	58	6.73	6.67	3.99
4904	Very Good	D	SI2	60.9	61	6.47	6.53	3.96
4905	Very Good	J	VS1	61.5	59	6.64	6.75	4.11
4906	Premium	H	SI2	59.6	60	6.91	6.84	4.1
4907	Premium	F	SI2	62.7	59	6.83	6.77	4.26
4907	Premium	D	SI2	62.5	59	6.43	6.38	4
4909	Good	D	SI1	64.1	60	6.3	6.27	4.03
4909	Premium	D	SI1	59.1	61	6.5	6.46	3.83
4909	Ideal	H	VS2	62.1	54	6.5	6.44	4.02
4909	Premium	H	VS2	62.3	60	6.32	6.27	3.92
4911	Ideal	H	SI2	61.6	55	6.68	6.72	4.13
4911	Premium	I	SI1	60.6	59	6.73	6.66	4.06
4911	Very Good	H	VS2	63.2	58	6.45	6.42	4.07
4912	Good	E	SI1	63.4	59	6.34	6.38	4.03
4912	Good	E	SI1	63.1	60	6.34	6.37	4.01
4912	Very Good	E	SI1	62.6	57	6.36	6.41	4
4912	Very Good	E	SI1	62.4	60	6.32	6.35	3.95
4912	Ideal	E	SI2	61.6	55	6.52	6.46	4
4913	Very Good	G	VVS2	62.1	60	6.14	6.19	3.83
4913	Premium	H	SI2	62.9	58	6.74	6.69	4.23
4914	Very Good	E	SI2	62.8	55	6.6	6.62	4.15
4914	Very Good	E	SI1	62.3	59	6.18	6.21	3.86
4914	Ideal	H	SI2	62	57	6.77	6.81	4.21
4914	Good	G	VVS2	63.6	58	6.11	6.1	3.88
4914	Premium	D	VS2	62.6	59	6.17	6.14	3.85
4914	Good	I	SI1	63.6	61	6.66	6.64	4.23
4914	Ideal	H	VS2	61.9	55	6.88	6.83	4.24
4914	Premium	H	SI2	62.7	56	6.74	6.68	4.21
4914	Premium	I	SI1	62.6	58	6.71	6.64	4.18
4915	Fair	F	SI2	65.1	58	6.62	6.56	4.29
4915	Very Good	E	SI2	62.6	56	6.63	6.69	4.17
4915	Premium	E	SI1	61	61	6.32	6.28	3.84
4916	Premium	H	SI1	63	58	6.6	6.55	4.14
4916	Premium	H	SI1	63	58	6.6	6.55	4.14
4916	Premium	G	SI1	61.5	59	6.43	6.48	3.97
4916	Very Good	G	SI1	62.6	59	6.38	6.3	3.97
4916	Ideal	D	SI2	61.6	57	6.42	6.46	3.97
4916	Ideal	D	SI2	61.3	54	6.47	6.52	3.99
4916	Very Good	G	SI1	60.6	57	6.49	6.52	3.94
4916	Premium	D	SI2	60.6	59	6.99	6.96	4.23
4916	Ideal	D	IF	60.9	60	5.41	5.39	3.29
4916	Good	E	SI1	60.4	61	6.37	6.44	3.87
4916	Good	E	SI1	59.3	61	6.42	6.53	3.84
4916	Fair	H	SI2	64.8	60	6.55	6.59	4.26
4916	Premium	H	SI1	61.6	56	6.66	6.61	4.09
4916	Ideal	G	SI1	62.7	56	6.89	6.85	4.31
4916	Fair	E	SI2	65	57	6.93	6.89	4.49
4917	Very Good	F	VS2	62.1	58	6.19	6.24	3.86
4918	Ideal	H	SI2	62.5	53	6.43	6.47	4.03
